start,end,q_date,region,q_region,district,q_district,municipality,q_municipality,city,q_neighbourhood,q_shop_type,trader,q_sell_salt,q_salt_available_in_shop,q_salt_quantity1,q_salt_quantity2,q_salt_price,q_salt_price_per_kilo,q_salt_brand,q_sell_sugar,q_sugar_available_in_shop,q_sugar_quantity1,q_sugar_quantity2,q_sugar_price,q_sugar_price_per_kilo,q_sugar_brand,q_sell_flour,q_flour_available_in_shop,q_flour_quantity1,q_flour_quantity2,q_flour_price,q_flour_price_per_kilo,q_flour_brand,q_sell_rice,q_rice_available_in_shop,q_rice_quantity1,q_rice_quantity2,q_rice_price,q_rice_price_per_kilo,q_rice_brand,q_sell_pasta,q_pasta_available_in_shop,q_pasta_quantity1,q_pasta_quantity2,q_pasta_price,q_pasta_price_per_500g,q_pasta_brand,q_sell_couscous,q_couscous_available_in_shop,q_couscous_quantity1,q_couscous_quantity2,q_couscous_price,q_couscous_price_per_kilo,q_couscous_brand,q_sell_tomatop,q_tomatop_available_in_shop,q_tomatop_quantity1,q_tomatop_quantity2,q_tomatop_price,q_tomatop_price_per_400g,q_tomatop_brand,q_sell_chickpeas,q_chickpeas_available_in_shop,q_chickpeas_quantity1,q_chickpeas_quantity2,q_chickpeas_price,q_chickpeas_price_per_400g,q_chickpeas_brand,q_sell_beans,q_beans_available_in_shop,q_beans_quantity1,q_beans_quantity2,q_beans_price,q_beans_price_per_400g,q_beans_brand,q_sell_cmilk,q_cmilk_available_in_shop,q_cmilk_quantity1,q_cmilk_quantity2,q_cmilk_price,q_cmilk_price_per_200ml,q_cmilk_brand,q_sell_milk,q_milk_available_in_shop,q_milk_quantity1,q_milk_quantity2,q_milk_price,q_milk_price_per_liter,q_milk_brand,q_sell_babymilk,q_babymilk_available_in_shop,q_babymilk_quantity1,q_babymilk_quantity2,q_babymilk_price,q_babymilk_price_per_400g,q_babymilk_brand,q_sell_gtea,q_gtea_available_in_shop,q_gtea_quantity1,q_gtea_quantity2,q_gtea_price,q_gtea_price_per_250g,q_gtea_brand,q_sell_btea,q_btea_available_in_shop,q_btea_quantity1,q_btea_quantity2,q_btea_price,q_btea_price_per_250g,q_btea_brand,q_sell_oil,q_oil_available_in_shop,q_oil_quantity1,q_oil_quantity2,q_oil_price,q_oil_price_per_liter,q_oil_brand,q_sell_tuna,q_tuna_available_in_shop,q_tuna_quantity1,q_tuna_quantity2,q_tuna_price,q_tuna_price_per_200g,q_tuna_brand,q_sell_eggs,q_eggs_available_in_shop,q_eggs_quantity1,q_eggs_quantity2,q_eggs_price,q_eggs_price_per_30eggs,q_eggs_brand,q_sell_chicken,q_chicken_available_in_shop,q_chicken_quantity1,q_chicken_quantity2,q_chicken_price,q_chicken_price_per_kilo,q_chicken_brand,q_sell_lamb,q_lamb_available_in_shop,q_lamb_quantity1,q_lamb_quantity2,q_lamb_price,q_lamb_price_per_kilo,q_lamb_brand,q_sell_bread,q_bread_available_in_shop,q_bread_quantity1,q_bread_quantity2,q_bread_price,q_bread_price_per_5medium_pieces,q_sell_tomatoes,q_tomatoes_available_in_shop,q_tomatoes_quantity1,q_tomatoes_quantity2,q_tomatoes_price,q_tomatoes_price_per_kilo,q_sell_onions,q_onions_available_in_shop,q_onions_quantity1,q_onions_quantity2,q_onions_price,q_onions_price_per_kilo,q_sell_pepper,q_pepper_available_in_shop,q_pepper_quantity1,q_pepper_quantity2,q_pepper_price,q_pepper_price_per_kilo,q_sell_potatoes,q_potatoes_available_in_shop,q_potatoes_quantity1,q_potatoes_quantity2,q_potatoes_price,q_potatoes_price_per_kilo,q_sell_hwsoap,q_hwsoap_available_in_shop,q_hwsoap_quantity1,q_hwsoap_quantity2,q_hwsoap_price,q_hwsoap_price_per_piece,q_hwsoap_brand,q_sell_lsoap,q_lsoap_available_in_shop,q_lsoap_quantity1,q_lsoap_quantity2,q_lsoap_price,q_lsoap_price_per_kilo,q_lsoap_brand,q_sell_shampoo,q_shampoo_available_in_shop,q_shampoo_quantity1,q_shampoo_quantity2,q_shampoo_price,q_shampoo_price_per_250ml,q_shampoo_brand,q_sell_dsoap,q_dsoap_available_in_shop,q_dsoap_quantity1,q_dsoap_quantity2,q_dsoap_price,q_dsoap_price_per_liter,q_dsoap_brand,q_sell_toothpaste,q_toothpaste_available_in_shop,q_toothpaste_quantity1,q_toothpaste_quantity2,q_toothpaste_price,q_toothpaste_price_per_tube,q_toothpaste_brand,q_sell_toothbrush,q_toothbrush_available_in_shop,q_toothbrush_quantity1,q_toothbrush_quantity2,q_toothbrush_price,q_toothbrush_price_per_brush,q_toothbrush_brand,q_sell_spads,q_spads_available_in_shop,q_spads_quantity1,q_spads_quantity2,q_spads_price,q_spads_price_per_10pads,q_spads_brand,q_sell_diapers,q_diapers_available_in_shop,q_diapers_quantity1,q_diapers_quantity2,q_diapers_price,q_diapers_price_per_30diapers,q_diapers_brand,__version__,_id,_uuid,_submission_time,_index
2017-07-13T20:40:35.264+02,2017-07-13T21:12:02.009+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665430,4f86679d-6010-491b-b01c-76b4a13cbbaa,2017-07-13T23:27:39,46
2017-07-13T20:42:58.886+02,2017-07-14T01:25:24.849+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665431,5c3c1c80-cefd-414b-9bc1-ff7415b5c54e,2017-07-13T23:27:41,47
2017-07-13T20:45:52.450+02,2017-07-14T01:26:38.183+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665433,7cacd2b6-718b-4359-9a0c-4ccb1b9e7086,2017-07-13T23:27:42,48
2017-07-13T21:49:56.548+02,2017-07-14T01:25:05.406+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,bakery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665434,f8be28d5-0c15-489e-9c1f-67aeabb8404c,2017-07-13T23:27:44,37
2017-07-13T14:53:05.854+02,2017-07-14T05:04:02.665+02,2017-07-10,West,LBY02,Tripoli,LBY0204,Tripoli,LBY020404,Tripoli,Al-Dahra,general_store,NA,yes,yes,yes,NA,1.0,1,Al-Osra,yes,yes,yes,NA,2.5,2.5,Al-Osra,yes,yes,yes,NA,1.25,1.3,Wadi Alrabea,yes,yes,yes,NA,2.75,2.8,Almabrouk,yes,yes,no,400.0,1.0,1.3,Randa,yes,yes,yes,NA,2.0,2,Randa,yes,yes,yes,NA,1.25,1.3,Albustan,yes,yes,yes,NA,2.25,2.3,Anna,yes,yes,yes,NA,2.75,2.8,Americana,yes,yes,no,330.0,2.5,1.5,Aljaied,yes,yes,yes,NA,2.5,2.5,Delice,yes,yes,yes,NA,12.0,12,France lait,yes,yes,yes,NA,4.25,4.3,Alrabea,yes,yes,yes,NA,5.0,5,Ceilan,yes,yes,yes,NA,3.0,3,Albarakah,yes,yes,no,160.0,2.0,2.5,Siad,yes,yes,yes,NA,6.5,6.5,Turkish,yes,yes,yes,NA,4.5,4.5,Sadia,yes,yes,yes,NA,22.0,22,Spanish,yes,yes,yes,NA,1.0,1,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.25,2.3,yes,yes,yes,NA,1.0,1,Fax,yes,yes,no,0.25,0.5,2,Wash,yes,yes,yes,NA,6.0,6,Head&shoulders,yes,yes,yes,NA,2.0,2,Pril,yes,yes,no,50.0,2.75,5.5,Signal,yes,yes,yes,NA,1.0,1,No brand,yes,yes,yes,NA,3.0,3,Lilas,yes,yes,yes,NA,18.0,18,Peadous,vYh2dAEbuPAT4DaeKbjRK4,10666390,c3e84974-0a31-43bc-a414-fc3269f51b91,2017-07-14T03:25:43,27
2017-07-13T14:37:15.612+02,2017-07-14T01:17:09.715+02,2017-07-10,West,LBY02,Tripoli,LBY0204,Abusliem,LBY020405,Tripoli,Abou-Salim,general_store,NA,yes,yes,yes,NA,1.0,1,Al-Osra,yes,yes,yes,NA,2.75,2.8,Almotamayez,yes,yes,yes,NA,1.25,1.3,Wadi Alrabea,yes,yes,yes,NA,2.5,2.5,Orient,yes,yes,no,400.0,1.5,1.9,Spiga,yes,yes,yes,NA,2.0,2,Randa,yes,yes,yes,NA,1.5,1.5,Albustan,yes,yes,yes,NA,2.5,2.5,Anna,yes,yes,yes,NA,3.0,3,Americana,yes,yes,no,330.0,2.5,1.5,Aljaied,yes,yes,yes,NA,2.25,2.3,Latte,yes,yes,yes,NA,12.0,12,Nido,yes,yes,yes,NA,4.5,4.5,Alrabea,yes,yes,yes,NA,5.0,5,Ceilan,yes,yes,yes,NA,3.5,3.5,Korina,yes,yes,no,160.0,2.0,2.5,Diana,yes,yes,yes,NA,6.5,6.5,Turkish,yes,yes,yes,NA,4.5,4.5,Sadia,yes,yes,yes,NA,22.0,22,Spanish,yes,yes,yes,NA,1.0,1,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,1.0,1,Fax,yes,yes,no,0.25,0.5,2,Wash,yes,yes,yes,NA,5.0,5,Sunrise,yes,yes,yes,NA,2.25,2.3,Pril,yes,yes,no,50.0,3.0,6,Signal,yes,yes,yes,NA,2.5,2.5,Signal,yes,yes,yes,NA,3.0,3,Lilas,yes,yes,yes,NA,18.0,18,Agnotis,vYh2dAEbuPAT4DaeKbjRK4,10666389,db49b05a-c075-49fb-9d05-a46cf23bf42f,2017-07-14T03:25:42,26
2017-07-13T15:36:20.330+02,2017-07-14T05:24:56.459+02,2017-07-11,West,LBY02,Tripoli,LBY0204,Abusliem,LBY020405,Tripoli,Al-Hadba,general_store,NA,yes,yes,yes,NA,1.0,1,Al-Osra,yes,yes,yes,NA,3.0,3,Al-Osra,yes,yes,yes,NA,1.5,1.5,Alrabea,yes,yes,yes,NA,3.5,3.5,Almabrouk,yes,yes,no,400.0,1.5,1.9,Spiga,yes,yes,yes,NA,2.25,2.3,Randa,yes,yes,yes,NA,1.5,1.5,Albustan,yes,yes,yes,NA,2.5,2.5,Anna,yes,yes,yes,NA,3.0,3,Americana,yes,yes,no,330.0,3.0,1.8,Aljaied,yes,yes,yes,NA,3.0,3,Delice,yes,yes,yes,NA,20.0,20,My boy,yes,yes,yes,NA,4.5,4.5,Ceilan,yes,yes,yes,NA,5.0,5,Alrabea,yes,yes,yes,NA,4.0,4,Alsafwa,yes,yes,no,160.0,2.5,3.1,Diana,yes,yes,yes,NA,7.0,7,Turkish,yes,yes,yes,NA,5.0,5,Sadia,yes,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,Fax,yes,yes,no,0.25,0.5,2,Wash,yes,yes,yes,NA,7.0,7,Head & shoulder,yes,yes,yes,NA,2.5,2.5,Pril,yes,yes,yes,NA,6.0,6,Signal,yes,yes,yes,NA,1.5,1.5,No brand,yes,yes,yes,NA,3.0,3,Lilas,yes,yes,yes,NA,18.0,18,Agnotis,vYh2dAEbuPAT4DaeKbjRK4,10666395,ca27d8f1-70b3-4a8d-8728-65bb68327c2d,2017-07-14T03:25:51,32
2017-07-13T15:28:25.778+02,2017-07-14T05:15:35.574+02,2017-07-10,West,LBY02,Tripoli,LBY0204,Abusliem,LBY020405,Tripoli,Hay Demachq,general_store,NA,yes,yes,yes,NA,1.0,1,Al-Osra,yes,yes,yes,NA,2.5,2.5,Al-Osra,yes,yes,yes,NA,1.0,1,No brand,yes,yes,yes,NA,3.0,3,Almabrouk,yes,yes,no,400.0,1.25,1.6,Spiga,yes,yes,yes,NA,2.0,2,Randa,yes,yes,yes,NA,1.25,1.3,Albustan,yes,yes,yes,NA,2.0,2,Anna,yes,yes,yes,NA,2.25,2.3,Americana,yes,yes,no,330.0,2.75,1.7,Aljaied,yes,yes,yes,NA,2.5,2.5,Delice,yes,yes,yes,NA,12.0,12,Nido,yes,yes,yes,NA,4.0,4,Ceilan,yes,yes,yes,NA,4.5,4.5,Ceilan,yes,yes,yes,NA,3.5,3.5,Korina,yes,yes,no,160.0,2.0,2.5,Diana,yes,yes,yes,NA,6.0,6,Turkish,yes,yes,yes,NA,4.5,4.5,Sadia,yes,yes,yes,NA,22.0,22,Spanish,yes,yes,yes,NA,1.0,1,yes,no,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,Fax,yes,yes,no,0.25,0.5,2,Wash,yes,yes,yes,NA,5.0,5,Sunrise,yes,yes,yes,NA,2.0,2,Pril,yes,yes,yes,NA,6.0,6,Crest,yes,yes,yes,NA,1.5,1.5,Signal,yes,yes,yes,NA,3.0,3,Lilas,yes,yes,yes,NA,18.0,18,Peadous,vYh2dAEbuPAT4DaeKbjRK4,10666394,1939c75f-3c53-4e25-9222-1c2c9b2accf3,2017-07-14T03:25:49,31
2017-07-13T15:12:17.283+02,2017-07-14T05:05:43.423+02,2017-07-10,West,LBY02,Tripoli,LBY0204,Hai Alandalus,LBY020406,Tripoli,Second ring road,central_market,F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,yes,yes,yes,NA,1.0,1,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10666391,642fe0dd-c0ca-495f-b479-4ba0c118f673,2017-07-14T03:25:45,28
2017-07-13T15:14:39.658+02,2017-07-14T05:07:17.350+02,2017-07-10,West,LBY02,Tripoli,LBY0204,Hai Alandalus,LBY020406,Tripoli,Second ring road,central_market,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.25,1.3,yes,yes,yes,NA,1.0,1,yes,yes,yes,NA,2.25,2.3,yes,yes,yes,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10666392,d43c846c-83c9-47b1-96b8-50e40f58cc2a,2017-07-14T03:25:46,29
2017-07-13T15:16:37.731+02,2017-07-14T05:08:20.959+02,2017-07-10,West,LBY02,Tripoli,LBY0204,Hai Alandalus,LBY020406,Tripoli,Second ring road,central_market,F3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,yes,yes,yes,NA,1.0,1,yes,yes,yes,NA,2.25,2.3,yes,yes,yes,NA,1.75,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10666393,3cd52392-c6db-492b-8458-909634f45b56,2017-07-14T03:25:47,30
2017-07-10T12:12:00.828+02,2017-07-10T12:13:49.694+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,الجنوبيه,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,1.6,17.0,10.6,محلي,yes,yes,yes,NA,28.0,28,محلي,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10547926,11e01e6b-2ea1-4df3-b98c-2ac6aefcc09d,2017-07-10T11:45:07,2
2017-07-09T11:37:40.860+02,2017-07-09T11:53:10.445+02,2017-07-09,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,السوق,general_store,NA,yes,yes,yes,NA,1.0,1,الاسره,yes,yes,yes,NA,2.75,2.8,الخليج,yes,yes,yes,NA,1.5,1.5,التحدي,yes,yes,yes,NA,2.75,2.8,زاد الخير,yes,yes,yes,NA,1.75,1.8,اسبيقه,yes,yes,yes,NA,2.5,2.5,قورينا,yes,yes,yes,NA,1.0,1,الصفوه,yes,yes,yes,NA,2.5,2.5,لارا,yes,yes,yes,NA,2.0,2,لورد فود,yes,yes,no,170.0,1.75,2.1,المراعي,yes,yes,yes,NA,4.0,4,فرشلي,yes,yes,yes,NA,19.5,19.5,بيبلاك,yes,yes,yes,NA,5.0,5,نابت,yes,yes,yes,NA,7.0,7,اجواد,yes,yes,yes,NA,3.0,3,المناره,yes,yes,no,185.0,4.0,4.3,كنج بل,yes,yes,yes,NA,7.0,7,محلي,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,no,8,1.0,0.6,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,فا,yes,yes,no,0.12,0.75,6.3,واش,yes,yes,no,380.0,7.0,4.6,سوبلاس,yes,yes,no,6.0,6.5,1.1,النجمه,yes,yes,yes,NA,2.0,2,المسواك,yes,yes,yes,NA,5.0,5,اورل بي,yes,yes,yes,NA,2.75,2.8,احلام,yes,yes,yes,NA,20.0,20,بودوس,vYh2dAEbuPAT4DaeKbjRK4,10547903,25870709-9591-483c-848a-ad902fee0957,2017-07-10T11:44:07,8
